car,675,172,777,208,0.9816989302635193
car,1009,154,1073,183,0.9675596952438354
car,1063,153,1110,187,0.9575603604316711
car,498,182,531,210,0.9081294536590576
car,635,175,657,193,0.8248009085655212
car,582,177,598,190,0.8148804306983948
car,535,179,553,197,0.7081868648529053
car,525,181,544,200,0.6901845932006836
car,904,158,982,181,0.6569595336914062
car,615,178,634,193,0.5961654782295227
car,555,181,576,195,0.5631715059280396
car,884,159,932,180,0.5523133873939514
car,563,177,583,194,0.4836905896663666
car,823,159,854,181,0.4617937207221985
