car,280,198,492,318,0.998096227645874
car,800,190,903,264,0.990738034248352
car,517,186,590,240,0.9841206669807434
car,1042,218,1240,377,0.9412838220596313
car,773,187,828,242,0.9233169555664062
car,748,184,792,226,0.9128261804580688
car,585,184,615,222,0.8809332847595215
car,706,178,748,202,0.8358789086341858
car,630,181,666,209,0.6812541484832764
car,596,179,623,219,0.6682444214820862
car,432,188,455,201,0.5994836091995239
car,374,190,406,201,0.5620502233505249
car,75,199,117,212,0.550946056842804
