car,219,171,353,237,0.9492718577384949
car,1202,156,1242,175,0.9166452884674072
car,1169,156,1202,176,0.8890094757080078
car,1105,159,1134,177,0.8556992411613464
car,732,170,756,190,0.8477802872657776
car,1134,158,1169,177,0.7600448131561279
car,1043,159,1073,178,0.668630063533783
car,434,166,501,212,0.6244441866874695
car,828,161,854,173,0.5870282649993896
car,0,199,25,264,0.5667515397071838
car,890,158,919,174,0.5615448951721191
car,860,160,887,173,0.5002114772796631
truck,435,165,502,213,0.5735722780227661
