car,231,188,382,249,0.9945998191833496
car,473,176,559,215,0.991584837436676
car,177,176,314,230,0.9870558977127075
car,686,170,710,188,0.934272050857544
car,582,173,634,202,0.9283614158630371
car,450,168,510,204,0.9008419513702393
car,1095,153,1121,169,0.8080188632011414
car,1120,155,1148,168,0.7698384523391724
car,545,174,569,193,0.6951465010643005
car,840,159,870,170,0.668964147567749
car,1074,155,1097,170,0.6654487252235413
car,797,159,816,171,0.6567797660827637
car,737,167,758,184,0.6371630430221558
car,1187,151,1225,167,0.616823136806488
car,705,166,723,185,0.577405571937561
car,884,157,904,171,0.5569695830345154
car,1157,153,1186,167,0.5172327160835266
car,978,157,1008,172,0.4748663008213043
car,389,177,413,198,0.4273289740085602
car,1143,153,1164,167,0.41689667105674744
car,1229,149,1241,167,0.40975502133369446
