person,959,172,1027,312,0.8613017797470093
person,682,182,697,226,0.765241801738739
person,657,179,671,209,0.729762852191925
person,512,184,537,233,0.6515379548072815
person,629,178,643,220,0.6015743017196655
person,670,179,683,210,0.5476992130279541
person,416,178,442,247,0.47221019864082336
person,655,177,668,202,0.4243447184562683
person,575,182,592,224,0.4177432954311371
bicycle,1101,213,1184,315,0.8835736513137817
bicycle,1042,211,1135,311,0.7040464878082275
bicycle,1153,225,1237,342,0.421390175819397
truck,711,110,873,278,0.8238447308540344
chair,159,298,332,373,0.8280749320983887
chair,7,306,147,373,0.56266188621521
chair,113,297,251,374,0.5349237322807312
