person,939,159,1023,362,0.9712205529212952
person,490,167,517,254,0.9134275317192078
person,1027,130,1104,329,0.8745362162590027
person,108,261,209,373,0.7892847657203674
person,0,274,103,375,0.7727962732315063
person,583,165,606,234,0.7311283349990845
person,634,166,662,231,0.7012323141098022
person,504,161,533,257,0.686112642288208
person,191,224,255,275,0.6229211688041687
person,479,169,506,258,0.5838281512260437
bicycle,737,232,854,348,0.8904245495796204
bicycle,817,230,897,328,0.8583378791809082
bicycle,682,188,723,258,0.41722771525382996
car,552,171,583,194,0.891758918762207
chair,149,326,231,374,0.8084701895713806
chair,214,302,279,373,0.78426593542099
chair,39,272,77,304,0.42017289996147156
diningtable,252,258,312,282,0.4227612614631653
