person,555,176,581,225,0.9613865613937378
person,879,201,952,264,0.9179647564888
person,1116,230,1234,323,0.8132346868515015
person,831,212,883,266,0.43780261278152466
bicycle,417,236,455,303,0.5486403107643127
bicycle,479,212,520,249,0.4544452428817749
bicycle,439,209,519,249,0.4510662853717804
bus,375,127,746,211,0.44509994983673096
chair,828,257,883,327,0.7790110111236572
chair,898,284,1008,374,0.7644261717796326
chair,986,304,1119,374,0.6704195737838745
chair,778,238,817,302,0.6212739944458008
chair,749,226,784,273,0.5968381762504578
diningtable,1038,310,1242,374,0.9218175411224365
diningtable,871,261,1021,285,0.5958388447761536
