person,453,168,489,279,0.9827873110771179
person,1090,131,1217,373,0.952577531337738
person,597,167,623,236,0.9114014506340027
person,488,167,518,271,0.8565471172332764
person,649,163,674,233,0.8305225372314453
person,682,162,706,224,0.8044178485870361
person,53,232,147,314,0.7908325791358948
person,711,156,734,193,0.5348331332206726
person,435,167,455,215,0.5185468792915344
person,-1,234,99,371,0.44796183705329895
person,617,166,636,211,0.4445662200450897
bicycle,905,242,1007,373,0.8594307899475098
bicycle,792,242,923,373,0.7179362773895264
bicycle,703,208,753,270,0.5285993814468384
bicycle,731,232,783,292,0.46921229362487793
car,555,168,586,192,0.9391224384307861
chair,302,255,376,347,0.8770444989204407
chair,200,270,263,307,0.7887430787086487
chair,214,282,279,374,0.6760126948356628
chair,112,300,238,374,0.6441989541053772
chair,144,244,190,290,0.5560558438301086
