person,4,147,149,372,0.9632704854011536
person,586,149,614,230,0.9295217990875244
person,857,152,934,373,0.9143601655960083
person,776,154,811,289,0.8561199903488159
person,734,161,779,299,0.8426644802093506
person,812,150,865,331,0.841010332107544
person,713,163,750,280,0.8211491107940674
bicycle,598,189,651,235,0.707115888595581
car,534,161,591,203,0.9720196723937988
handbag,854,232,885,269,0.479282408952713
pottedplant,403,166,473,255,0.7766860127449036
pottedplant,293,157,370,305,0.48334795236587524
