person,608,165,650,299,0.9765349626541138
person,670,163,720,301,0.9650238752365112
person,453,166,487,255,0.9514206051826477
person,306,169,374,308,0.9105010628700256
person,249,162,302,316,0.901637852191925
person,252,190,300,288,0.7860252857208252
person,726,169,746,218,0.6848384141921997
person,434,172,456,223,0.5004740953445435
person,28,173,88,248,0.4052223265171051
bicycle,711,209,805,284,0.9850545525550842
bicycle,457,214,486,263,0.6866346001625061
bicycle,183,212,253,305,0.6709845662117004
bicycle,47,236,168,336,0.646318256855011
bicycle,309,239,367,342,0.5827866196632385
bicycle,101,240,183,322,0.5685845017433167
bicycle,649,209,679,250,0.5061891078948975
bicycle,0,233,101,341,0.49141883850097656
bicycle,402,194,422,222,0.41190770268440247
car,481,168,522,202,0.865172803401947
car,545,170,563,187,0.6498528122901917
umbrella,300,141,359,163,0.479654997587204
umbrella,0,121,111,165,0.46862170100212097
