person,859,162,956,378,0.9722430109977722
person,690,173,733,256,0.9545207023620605
person,765,164,843,380,0.9377709031105042
person,173,192,272,363,0.8968381881713867
person,739,175,763,244,0.8267365097999573
person,1164,161,1239,357,0.8126861453056335
person,1136,155,1188,245,0.48916980624198914
person,447,179,471,225,0.47522714734077454
bicycle,272,214,338,287,0.9094910025596619
bicycle,0,261,104,358,0.7580625414848328
bicycle,1129,326,1238,373,0.654717206954956
car,489,171,544,218,0.510012149810791
car,544,171,585,207,0.4392895996570587
