person,605,176,628,219,0.9064937829971313
person,900,209,957,258,0.7731958031654358
person,994,219,1051,284,0.6455939412117004
person,806,200,840,236,0.5691236257553101
person,738,203,772,237,0.5037739276885986
bicycle,485,209,540,237,0.815924346446991
chair,871,272,943,355,0.9514980912208557
chair,718,217,743,264,0.5684819221496582
chair,792,248,856,308,0.5235294699668884
chair,1167,252,1238,323,0.40661510825157166
chair,824,253,877,331,0.4022458493709564
diningtable,784,232,868,250,0.5186986327171326
