person,710,171,774,366,0.9328212738037109
person,920,167,964,273,0.90041583776474
person,772,163,851,361,0.839495837688446
person,860,167,886,219,0.8239129185676575
person,218,156,296,351,0.6789518594741821
person,490,174,504,215,0.4800759255886078
person,230,216,298,300,0.44896605610847473
bicycle,953,243,1084,375,0.9124143123626709
bicycle,412,194,461,244,0.7992833852767944
bicycle,838,251,900,328,0.7410255074501038
bicycle,317,217,361,264,0.5078478455543518
car,547,168,593,211,0.9259629845619202
car,612,171,637,194,0.7882585525512695
umbrella,306,138,373,164,0.41758066415786743
handbag,239,234,297,274,0.7199276685714722
