car,-1,208,286,362,0.9922553896903992
car,265,199,381,279,0.9915695190429688
car,843,152,990,207,0.9879310131072998
car,419,190,474,232,0.9860475063323975
car,366,193,431,249,0.9827452301979065
car,464,187,508,220,0.974755585193634
car,1128,138,1207,179,0.8845454454421997
car,1170,140,1238,178,0.8842701315879822
car,760,162,830,198,0.8434174060821533
car,514,182,541,203,0.7460296154022217
car,835,151,908,198,0.6780773997306824
car,1212,141,1243,179,0.6764800548553467
car,647,176,667,202,0.6757469773292542
car,664,175,718,215,0.6089935898780823
car,602,173,621,188,0.5911665558815002
car,796,159,858,200,0.5445967316627502
car,635,175,653,196,0.4539465606212616
