car,804,191,1108,351,0.9952979683876038
car,746,183,865,271,0.9950721263885498
car,424,182,496,228,0.9944296479225159
car,0,206,305,373,0.9919109344482422
car,479,180,522,216,0.9646227955818176
car,582,176,620,189,0.9293807744979858
car,1008,241,1239,373,0.9139915108680725
car,702,179,746,223,0.8859696984291077
car,0,189,59,216,0.8761907815933228
car,712,182,772,238,0.8230169415473938
car,682,174,701,190,0.5225616097450256
car,731,181,778,240,0.4364399313926697
car,652,175,673,187,0.4111858010292053
