person,637,182,673,256,0.867124617099762
bicycle,645,222,676,274,0.6074658632278442
bicycle,1188,229,1243,316,0.5787798762321472
car,735,188,852,272,0.9972573518753052
car,328,181,416,241,0.9829909801483154
car,562,182,598,215,0.9611194729804993
car,664,188,736,248,0.9590464234352112
car,598,180,655,227,0.9446115493774414
car,486,171,525,211,0.8870427012443542
car,538,181,561,207,0.7447488903999329
car,551,183,578,213,0.6392536759376526
car,592,182,631,225,0.5275951027870178
car,376,175,426,230,0.517853319644928
car,526,179,546,200,0.4527159333229065
