person,584,178,616,259,0.967502772808075
person,517,174,533,212,0.813416600227356
person,384,176,397,190,0.40316638350486755
bicycle,587,218,612,278,0.52363121509552
car,361,189,429,249,0.9964371919631958
car,685,183,801,282,0.9953110814094543
car,760,175,1059,364,0.9946630001068115
car,296,199,388,280,0.9913724660873413
car,7,175,309,351,0.8047564625740051
car,642,181,678,225,0.7971875071525574
car,662,183,715,254,0.7795143127441406
car,567,170,598,206,0.7568459510803223
car,622,176,668,213,0.7531427145004272
car,424,181,478,218,0.4747476875782013
car,657,182,702,246,0.41519439220428467
truck,415,153,515,213,0.4813484847545624
