person,541,182,576,263,0.9294754266738892
bicycle,546,229,573,275,0.5141196250915527
car,717,185,868,299,0.9968153834342957
car,603,188,719,267,0.9965787529945374
car,196,197,314,272,0.9783444404602051
car,274,186,343,248,0.925277054309845
car,468,183,494,206,0.8615180253982544
car,422,178,461,217,0.8394773006439209
car,488,186,519,217,0.816572904586792
car,486,187,505,218,0.7630499005317688
car,549,182,616,237,0.7229881882667542
car,858,176,894,201,0.6403284072875977
car,510,185,545,225,0.6283836960792542
car,496,187,529,221,0.6023504734039307
car,459,183,475,204,0.42112866044044495
