person,724,182,766,274,0.8558642268180847
bicycle,1142,228,1241,298,0.6367350220680237
car,776,189,882,259,0.9940764904022217
car,564,171,607,213,0.9710007309913635
car,663,182,715,227,0.9545820355415344
car,440,181,502,225,0.9464163184165955
car,630,184,664,213,0.9377220869064331
car,648,182,695,221,0.6165422201156616
car,552,174,566,186,0.6095141172409058
car,615,184,645,211,0.6040281653404236
car,0,217,68,345,0.49346742033958435
car,708,189,765,233,0.48195281624794006
car,606,181,628,208,0.47537827491760254
