person,579,183,618,259,0.9541165232658386
person,404,172,416,195,0.4529544711112976
bicycle,590,216,619,270,0.719132661819458
car,711,185,849,277,0.9954246878623962
car,615,186,719,255,0.9928480386734009
car,257,187,351,254,0.971360445022583
car,530,184,565,218,0.9508571624755859
car,444,171,485,211,0.9377360939979553
car,485,179,510,200,0.9261946082115173
car,503,181,525,210,0.7862123847007751
car,314,179,371,239,0.7272505760192871
car,514,183,542,214,0.6610756516456604
car,554,181,586,225,0.6171718239784241
car,545,182,578,225,0.42606985569000244
