person,1088,157,1164,306,0.9907525181770325
person,576,173,611,254,0.9819796085357666
person,508,173,525,205,0.42073020339012146
bicycle,581,213,608,272,0.5714477300643921
car,725,172,963,326,0.9971713423728943
car,89,177,329,320,0.9967054128646851
car,364,185,429,241,0.994127631187439
car,321,195,393,266,0.9822371602058411
car,665,181,768,272,0.9790791869163513
car,-1,219,128,374,0.9757006764411926
car,645,181,697,241,0.9146084189414978
car,557,167,586,202,0.8764403462409973
car,614,174,654,210,0.744360089302063
car,630,176,660,228,0.6102571487426758
car,421,178,473,213,0.5734754800796509
car,601,173,625,205,0.5679519176483154
