person,512,175,550,262,0.9744114875793457
person,407,172,422,198,0.7705177068710327
person,708,161,733,184,0.6805405020713806
bicycle,522,212,550,270,0.7860401272773743
car,643,178,826,298,0.9977914094924927
car,86,198,277,304,0.9962871074676514
car,862,175,1137,370,0.9927339553833008
car,318,185,356,236,0.9920938014984131
car,570,173,659,244,0.9918116927146912
car,239,183,325,260,0.9798611402511597
car,446,169,479,203,0.8062120079994202
car,423,170,441,179,0.6997687816619873
car,502,174,527,203,0.6676722168922424
car,484,174,504,196,0.661037027835846
car,541,175,582,230,0.4741610884666443
car,370,165,407,202,0.41863611340522766
