person,561,173,597,253,0.952399730682373
person,954,154,996,254,0.949241042137146
person,492,169,508,199,0.5990028381347656
person,336,168,353,188,0.4233088493347168
bicycle,565,211,592,267,0.8645739555358887
car,684,168,858,290,0.9981071949005127
car,0,204,209,373,0.9943192005157471
car,334,188,391,256,0.988997757434845
car,639,174,711,250,0.9887242913246155
car,860,204,1241,373,0.984618604183197
car,366,180,421,231,0.9833825826644897
car,180,174,345,293,0.9727308750152588
car,614,175,657,227,0.9199329614639282
car,407,175,458,207,0.907801628112793
car,348,183,411,238,0.7331850528717041
car,534,164,568,198,0.6519505977630615
car,597,170,630,210,0.5955727100372314
