person,806,168,910,355,0.980485200881958
bicycle,1066,193,1183,251,0.994260847568512
bicycle,797,245,921,376,0.9874377846717834
bicycle,878,184,968,242,0.91817307472229
bicycle,642,191,684,224,0.7134705781936646
car,288,159,424,265,0.8758140206336975
car,420,168,470,210,0.5980755686759949
traffic light,1156,91,1185,128,0.7766268253326416
traffic light,107,106,140,145,0.761113166809082
traffic light,-1,0,61,89,0.7476029396057129
traffic light,56,105,82,146,0.7370004653930664
traffic light,1201,87,1235,126,0.5018515586853027
