person,840,175,882,273,0.9573416709899902
person,272,167,326,261,0.7724542617797852
bicycle,839,223,872,282,0.680941104888916
car,938,189,973,226,0.9712060689926147
car,735,181,783,216,0.940285325050354
car,912,184,952,216,0.9220848679542542
car,894,184,918,213,0.8841903805732727
car,15,174,62,206,0.8038803935050964
car,787,175,801,194,0.5778346061706543
car,771,177,790,199,0.5020245313644409
car,831,177,847,191,0.4785466194152832
truck,959,121,1248,378,0.9804258942604065
pottedplant,72,248,171,305,0.6668564677238464
