person,750,185,792,274,0.8323900699615479
car,790,189,896,254,0.99666827917099
car,686,183,736,223,0.9786290526390076
car,472,180,536,227,0.9780415892601013
car,661,184,694,213,0.9452190399169922
car,595,171,637,214,0.9122602939605713
car,0,214,135,315,0.8719691038131714
car,729,191,761,234,0.7918238043785095
car,730,189,793,234,0.6214442849159241
car,637,180,659,207,0.6144744753837585
car,646,182,684,209,0.6036702990531921
car,641,183,672,208,0.5776265263557434
car,503,175,529,194,0.5743611454963684
