person,754,184,802,260,0.8668392300605774
bicycle,775,237,799,278,0.404487669467926
car,799,189,902,250,0.9913436770439148
car,486,180,548,225,0.9574753642082214
car,697,182,750,225,0.9558841586112976
car,736,191,782,231,0.8325228095054626
car,-1,190,161,308,0.8236582279205322
car,607,171,652,214,0.7205889225006104
car,662,183,700,211,0.7034774422645569
car,652,182,672,207,0.6454024314880371
car,655,182,692,208,0.5045536756515503
car,674,183,704,214,0.4871601462364197
car,590,173,605,187,0.4667993187904358
car,549,171,566,190,0.42235639691352844
car,544,174,559,192,0.40988847613334656
car,601,173,617,188,0.40885841846466064
